"File","Line","Method","What","Purpose"
"GRM_Patches.lua","6993","GRM_Patch.BuildNewAltLists()","Modifies the guild into the new format.","adapt the guild lists to the new system."
"GRM_Patches.lua","7083","GRM_Patch.AddAltForPatch ( string , string , string , playerTable )","Repeatable function to use for patching the player into the new data table","Cleaaner code to strip this out."
"GRM_Patches.lua","7103","GRM_Patch.RemoveOldAltLists ( playerTable )","Removes the alt information in the old format from the player","Deprecated data point."
"GRM_Patches.lua","7112","GRM_Patch.FixUnknownBirthdayBug ( playerTable , guildTable )","Checks to see if there is an alt grouping where one is set to unknown and another isn't. This shouldn't happen. If you set one in an alt grouping to unknown, they should all become unknown, or vice versa","Fix a bug where bday is synced among the alt grouping but the unknown bday status was not."
"GRM_Patches.lua","7161","GRM_Patch.ConvertRankHistoryToRanks ( playerObject , bool )","Converts the player rank history to the new format and purges the old","Simplifying multiple player variables into one."
"GRM_Patches.lua","7258","GRM_Patch.UpdateUnknownRankFormat ( playerTable )","Changes an old format that I found was unnecessary","Just cleanup."
"GRM_Patches.lua","7271","GRM_Patch.ConvertJoinHistory ( playerObject )","Converts the player join date history to the new format and purges the old","Simplifying multiple player variables into one."
"GRM_Patches.lua","7335","GRM_Patch.ConfigureRuleIndexAndEditTime ( string )","Reconfigures the rule indexes so they can be sorted later","For creating sortable macro rules"
"GRM_Patches.lua","7357","GRM_Patch.AddRemovedRules ( table )","Adds a new settings rule category","So removed rules can be tracked so if you remove them, the next sync you don't just re-receive it again."
"GRM_Patches.lua","7373","GRM_Patch.FixTimestamps ( table )","Due to an old legacy issue, there are some instances where incorrect dates exist in the system, like Feb 30th, due to some faulty logic. This cleans all of those up and with new logic, should not re-occur","Cleanup Timestamps from legacy bugs"
"GRM_Patches.lua","7432","GRM.PlayerNameFixFormerMembers ( playerObject )","Checks for missing name variable and then adds the name using GUID, or purges if GUID and name are missing","Due to a previous lua error, the name on former members maye have been lost and overwritten when they were trying to rejoin"
"GRM_Patches.lua","7466","GRM_Patch.CreateMacroGUID ( string )","Creates a unique GUID for macros","To make the macro sync process easier.]"
"GRM_Patches.lua","7477","GRM_Patch.ConfigureNewGlobalDateFormat()","","Adding a new timestamp setting so the global can be differentiated."
"GRM_Patches.lua","7495","GRM_Patch.FixIfGuildChange()","Fixes an error where if a guild namechange was detected, it updated all but hte new alt groups.","Fix Lua errors that would occur downstream of this issue"
"GRM_Patches.lua","7552","GRM_Patch.FixMissingClass ( playerTable )","Populates the class back due to a previous sync error","Issue with sync due to a previous error caused class to be nil, so this is fixing a downstream issue"
"GRM_Patches.lua","7575","GRM_Patch.UpdateYearFormatting ( playerTable )","Updates any 2-digit year formats to proper 4","Normalization of some timestamp logic requires the timestamp data to have the years in proper format, not abbreviated."
"GRM_Patches.lua","7595","GRM_Patch.AltModifiedFix()","Verifies the integrity of certain data","Due to the possibility of sync failing in the middle, like if someone goes offline or the other hits a loading screen in the middle of a sync, it is possible that this data can end up nil, in certain cases. This resolves that bug by rebuilding the variable."
"GRM_Patches.lua","7634","GRM_Patch.PreviousAltGroupRejoinFix( playerTable )","Adds the member data variable if it doesn't exist as an empty table","This was not properly added to all members previously, prior to feature being implemented."
"GRM_Patches.lua","7647","GRM_Patch.JoinAndRankDataFix ( playerTable )","Fixes a storage formatting problem of empty tables that should never have been added during ban data sync","Prevent downstream errors by fixing previous error."
"GRM_Patches.lua","7724","GRM_Patch.ConvertSettings()","Converts the addonSettings DB","Patch 10.1 compatibility"
"GRM_Patches.lua","7746","GRM_Patch.ConvertDatabase()","Due to the 10.1 changes, faction being removed, this now converts DB to not matter about factions...","Convert DB"
"GRM_Patches.lua","7847","GRM_Patch.FixPersonWhoBanned ( playerObject )","Fixes banned Info discrepancy due to a sync bug error previously.","The ""reason banned"" was erroneously added to the ""person who banned"" name, which complicates some things. As such, the reason is removed from the index and the bannedPlayer info is reset."
"GRM_Patches.lua","7864","GRM_Patch.GuildDataIntegrityCheck()","Performs a check to see if the same guild name is on Horde and Alliance. If so, it purges the guild data from the database that is the most outdated.","An unexpected error occurred when transferring from one classic expansion to the next, like Vanilla to TBC. The SavedVariables would be transferred by the client, but then a person could go and create a new guild on opposite faction with the same name, and GRM would then detect it as a new guild. As of Oct 24, 2022, I have only ever gotten 1 report of this ever happening, but it is possible others just never report it. This is just some logic to check against this, clean it up, and future proof against this happening in the future. Thanks @Kreun on Discord for the report!"
"GRM_Patches.lua","7933","GRM_Patch.PurgeGuildFromDatabase( string , string , bool )","Completely purges a guild from the player database... that it is not currently logged into","Cleanup old guild data from a guild the player is no longer a part of."
"GRM_Patches.lua","7999","GRM_Patch.ResetUIScaling ( table )","Converts the UI SCaling variables to the new format that allows frame scaling with corner","Quality of Life UI feature."
"GRM_Patches.lua","8036","GRM_Patch.CleanUpAltGroupsFromError()","Cleans up old dead alt groups","Realized an issue where if a person left/kicked from the guild whilst having no alts, but they were a main, they would leave but their dead alt group stayed there."
"GRM_Patches.lua","8078","GRM_Patch.FixJoinNameError()","Due to a lua error crashing the on-load of a player, this removes it if their name was not stored properly.","Cleans up previous error."
"GRM_Patches.lua","8139","GRM_Patch.AddExportEntry( settingsTable , int )","Addes the 22nd entry to the export options","Enable a new setting for Mythic+ exporting."
"GRM_Patches.lua","8162","GRM_Patch.AddFaction( playerTable )","Adds the faction index as 0 for Horde and 1 for Alliance","Update the faction designation."
"GRM_Patches.lua","8175","GRM_Patch.FixMissingNames ( playerTable )","Looks for an empty string for player name and updates it","Restore players' name"
"GRM_Patches.lua","8237","GRM_Patch.FixSettingsNames()","Fixes an edge case issue where some of these values were ghost added","Fix an old edge case bug that was found."
"GRM_Patches.lua","8254","GRM_Patch.ConvertSettingsToNewFormat()","Converts the settings to be a more lean and useful DB","To build a more lean settings system that will not accidentally overwrite save settings."
"GRM_Patches.lua","8362","GRM_Patch.DeleteLegacyMacro()","Deletes this old macro that doesn't need to exist anymore","After removal of the old roster, this macro no longer needs to exist."
"GRM_Patches.lua","8373","GRM_Patch.ConvertExportFilters ( table )","Converts a keyed table insteasd","Much cleaner and easier to read..."
"GRM_Patches.lua","8454","GRM_Patch.UpdateUIScaling ( table )","Adds aanother scaling save value","Ability to scale the new roster frame."
"GRM_Patches.lua","8469","GRM_Patch.FixAltGroupModified ( table )","Rebuilds a missing variable, if missing","Due to an old bug, some people may have lost this variable and it needs ot be restored."
"GRM_Patches.lua","8482","GRM_Patch.ModifyJoinAndPromoteDates ( table )","Modifies the joinDateHist of the player","Standard format change."
"GRM_Patches.lua","8524","GRM_Patch.UpdateRemovedMacro ( table )","Adds a new array for the specialRules that have been removed","All the control and syncing of the macro rules."
"GRM_Patches.lua","8537","GRM_Patch.FormatFixVerifiedTime ( playerTable )","Checks if the wrong info was saved as a string and the overwrites it correctly.","This ensures the proper formatting of a date."
"GRM_Patches.lua","8566","GRM_Patch.AddHardcoreVariables ( playerTable )","Adds Variables for hardcore mode","Tracking data for hardcore mode"
"GRM_Patches.lua","8588","GRM_Patch.CleanupIfPlayerRolledBack()","Removes these non relevant data indexes","This can occur if a player rolls back too far of an addon. One player rolled back a VERY early version re-adding this old DB. This will add to protect against it."
"GRM_Patches.lua","8609","GRM_Patch.FixStandardFormat ( table )","Modifies the joinDateHist of the player","Standard format change."
"GRM_Patches.lua","8647","GRM_Patch.AltGroupIntegrityCheck()","Does a deep dive on every angle of the alt groups and ensures they are functional, or it cleans them out","Resolve some older edge case bugs"
"GRM_Patches.lua","8820","GRM_Patch.ClearAllAltGroupsAndMainStatus ( string )","Cleans up broken alt groups for guilds and clears it all with a reset","Only wipe certain data, not all of it."
"GRM_Patches.lua","8873","GRM_Patch.FixStandardStamp( playerTable )","Fixes some formatting issues that existed from a previous bug","Clean up DB."
"GRM_Patches.lua","8907","GRM_Patch.FixHCModeData( playerTable )","Adds the 6th index of the timeOfDeath array. The default was only 5, but when death occurred a new entry was added","Consistency of the DB so it is easier to parse with external tools"
"GRM_Patches.lua","8922","GRM_Patch.UpdateLevelFilterSOD ( table )","Adds a new level filter option at index 9, which is for SOD","All the control and syncing of the macro rules."
"GRM_Patches.lua","8935","GRM_Patch.CleanUpGroupInfo ( table )","Purges redundant settings","Cleanup player settings from features due to Blizz restricting interact distance API"
"GRM_Patches.lua","8951","GRM_Patch.FixWrathClassicEvokerBug ( playerTable )","Checks if a player class is inccorect from some weird bug in classic and wrath that the GUID",""
"GRM_Patches.lua","8964","GRM_Patch.MarcoRuleDataConsistencyFix( ruleTable )","Removes a rule that doesn't apply in the macro","Cleanup rule for data consistency."
"GRM_Patches.lua","8980","GRM_Patch.FixMainTagColor ( rule )","Checks if there is data consistency","Due to a UI error, some data was being stored as nil and wrecking things."
"GRM_Patches.lua","8999","GRM_Patch.JoinDateErrorFix ( table )","Checks for the error, and if there is one, resets the metadata table.","Cleanup DB from old errors."
"GRM_Patches.lua","9012","GRM_Patch.FixAltGroupData()","Fixes the alt group from an existing error where an index was missing.","Prevents addon from being able to complete scan for changes until error is fixed."
"GRM_Patches.lua","9041","GRM_Patch.AddNewLevelFilters ( table )","Adds 2 new boolean points in the levelFilters table, to account for Cata, and also the MOP classic changes in 10.2.7","Ensure one build compatibility."
"GRM_Patches.lua","9073","GRM_Patch.PlayerPromotedToOfficerNoteUpdate( playerTable )","Sets any nil officer notes to an empty string","Fixes an old reference issue for players who were not officers or were promoted to officer"
"GRM_Patches.lua","9085","GRM_Patch.BuildNewMainAltDB()","Adds the mains to the new database","Building a custom relational DB with the groupID as the foreign key in the new Mains table -- easier lookup"
"GRM_Patches.lua","9253","GRM_Patch.ModifyCustomNote ( playerTable )","Removes the 4th rank restriction index from the custom Note.","This is deprecated and only left in to not have to deal with rewriting a lot. The overall custom note sync rank restriction handles this now."
"GRM_Patches.lua","9271","GRM_Patch.AltGroupUpdateTweak()","","Ensure DB has a good starting point."
"GRM_Patches.lua","9459","GRM_Patch.ConvertHours ( playerTable )","Converts the total number of hours into a table representing count of each day","Added a new table, this fixes that."
"GRM_Patches.lua","9485","GRM_Patch.StandardDateFix ( playerTable )","Some epoch numbers got saved from the epoch timestamp into the place of the standard date in error This overwrites them","Fix previous error"
"GRM_Patches.lua","9577","GRM_Patch.ConvertBackupDate()","Changes the formatting of the backup date timestamp so it can be adjusted to player preferred formating when displayed","Timestamp format is being updated"
"GRM_Patches.lua","9594","GRM_Patch.UpdateBdaySaveFormat( playerTable )","Removes the useless year index since year doesn't matter with bdays, and the string timestamp","There is no need for the year in the DB, and ther eis no need for the pre-made unformatted string timestamp"
"GRM_Patches.lua","9612","GRM_Patch.UpdateAnnivAndBdayFormat()","We are going to eliminate the .events method to make bday it's own variable","Easier to read code in quicker notation without nested loops - Also, only need to use the join date for anniversary date."
"GRM_Patches.lua","9716","GRM_Patch.FixMissingBday ( playerTable )","Fixes some missing player data due to update failure previously","A few people encountered failure in previous update fully and a couple of roster members had missing birthday info."
"GRM_Patches.lua","9733","Patch.AddNickNames ( playerTable )","Adds the new nickname feature as player datapoint","Nicknames!"
"GRM_Patches.lua","9749","Patch.FixBirthdayUnknown()","Rebuilds and updates the birthday data structure ensuring consistent data integrity",""
"GRM_Patches.lua","9848","GRM_Patch.FixLeaveRejoinDateError ( playerTable )","Cleans up some erroneous dates since it errored in reporting a player left then rejoined","So players can see their dates again."
"GRM_Patches.lua","9874","GRM_Patch.FixLastOnline ( playerTable )","Fixes the missing lastOnline data","Critical as an error set it to nil."
"GRM_Patches.lua","9890","GRM_Patch.FixMissingMythicRating ( playerTable )","Fixes Mythic Rating missing variable","Critical as an error set it to nil."
"GRM_Patches.lua","9903","GRM_Patch.RestructureBackupDB()","Updates the backup system to be more robust by dividing the save variable tables","Prevent stack overflow situations"
"GRM_Patches.lua","9930","GRM_Patch.FixMissingRankName ( playerTable )","Checks player tables for missing rankName and re-adds htem","A flaw purged the rankName for some players. This restores it."
"GRM_Patches.lua","9942","GRM_Patch.FixEventLog()","There was an old log entry error where the monthIndex didn't save properly, This removes","Fix the DB"
"GRM_Patches.lua","9972","GRM_Patch.FixLocalizationTimestampBug()","Eliminates the broken birthdate","Localization error that filled to index the month properly and erroneously saved date"
"GRM_Patches.lua","10040","GRM_Patch.FixBirthdayPostAnniversary()","Fixes birthday data that got corrupted during the anniversary update","Some data didn't get configured properly from the update"
"GRM_Patches.lua","10107","GRM_Patch.AltGroupUpdateTweakNewDB()","","This is specifically to account for the DB changes to the backup system."
"GRM_Patches.lua","10265","GRM_Patch.AddNickNamesToPlayer ( playerTable )","Removes the old placeholder structure and replaces with updated","New nickname system"
"GRM_Patches.lua","10275","GRM_Patch.AddNickNamesToAltGroups()","Adds the nicknameDetails to all the alt groups","New nickname feature"
"GRM_Patches.lua","10300","GRM_Patch.FixPotentialAltIssue()","Fixes potential alt group issues from prior updates that may have left","Aggressive fix for a latent bug post 12.0 updates."
"GRM_Patches.lua","10397","GRM_Patch.FixMaxLevelMacroSetting ( rules )","Fixes any kick/demote/promote level range rules to set lower level to 999 if at level cap","Prior to level cap increase, max level was hardcoded. This fixes that to be dynamic no matter the expansion"
"GRM_Patches.lua","10412","GRM_Patch.AdjustMinimapRad(int)","Adjusts the minimapRadius to be where it should be","Fix an issue with the minimap icon custom note access change."
"GRM_Patches.lua","10427","GRM_Patch.FixLegacyAltGroupData()","Fixes an issue where the alt group reference was not created when importing a guild and transferring to a new server","DB fix from guild data transfer bug"
"GRM_Professions.lua","7","Prof.GetProfessionTag ( int )","Returns the profession tag to be used when showing player professions","Quality of life information"
"GRM_Professions.lua","14","Prof.GetProfessionNameByID ( int )","Returns the localized name of the profession","Information for player on members in the guild and their professions"
"GRM_Professions.lua","21","Prof.GetProfessionIcon ( int )","Returns the profession icon file to be set as texture","Easily call the profession texture icons"
"GRM_Professions.lua","28","Prof.GetProfessionsNote ( string )","Returns the string formatted representation of player's professions and rank","Build a clean and concise format for the player's notes"
"GRM_Professions.lua","74","Prof.RemoveAllProfessionNotes()","Removes all of the profession notes in the public, officer, or custom note location","Cleanup if feature is no longer wanted/needed"
"GRM_Professions.lua","91","Prof.RemoveProfessionNote ( playerTable , int )","Removes profession note from the given player","Cleanup"
"GRM_Professions.lua","143","Prof.AppendProfessionReportToNote ( string , int )","Updates the note of the player with the profession details, and overwrites old if necessary","Add professions to Classic usefulness"
"GRM_Professions.lua","257","GRM.SetCustomNoteDirectly ( string , string )","Sets the Custom Note, but a slimmed down version so it is not syncing anything","Useful for the profession Update"
"GRM_Professions.lua","272","Prof.InitiateProfessionUpdate( bool , table , table , int )","Sets all of the destination notes with the profession report or updates them if they already exist","Useful feature in Classic to give access to professions."
"GRM_Professions.lua","316","Prof.ReportProfChanges ( bool )","Initiates the profession exporting to the notes, or updating, and reports if requested the players unable to be updated","Useful information in Classic."
"GRM_Professions.lua","344","Prof.ReportPlayersNotUpdated()","Reports the players that need notes updated to the chat window as hyperlinks","Make life easier for leader to update player note and make room."
"GRM_Professions.lua","373","Prof.AutoStartProfessionUpdate()","Acts as the gate for auto-starting the note update","To only run this when designated to do so."
"GRM_Roster.lua","5","GRM_R.BuildRosterFrames()","Initiates building of all o the Custom GRM Guild Roster window","Provide players more controls than default communities offers."
"GRM_Roster.lua","295","GRM_R.ResetColumnTextColors()","It changes the columm header text to emphasize where the sorting is happening.","Quality of life feature so you can know what is being sorted."
"GRM_Roster.lua","344","GRM_R.IsOverAnyRankSelectionButtons()","Returns true if over any mouseover button, for hide/show purposes/","Quality of life UI controls."
"GRM_Roster.lua","375","GRM_R.BuildPromotionRankSelectionDropDown ( buttonObject )","Builds the rankPromotionWindow","Easily give people ability to bump ranks with menus."
"GRM_Roster.lua","407","GRM_R.BuildDemotionRankSelectionDropDown ( buttonObject )","Builds the rankDemotionWindow","Easily give people ability to bump ranks with menus."
"GRM_Roster.lua","440","GRM_R.RankSelection ( buttonObject )","Determines to use the demote or promote logic","Quality of life feature"
"GRM_Roster.lua","451","GRM_R.ConfigureMacroForRightClick ( int , table )","Due to Async loading of various features in the macro tool, this will","Fix the issue with right-clicking a name on the roster to kick or demote"
"GRM_Roster.lua","493","GRM_R.PromotePlayer ( button )","Takes the player to be promoted and builds macr otool","Quality of life feature for the custom guild roster"
"GRM_Roster.lua","508","GRM_R.DemotePlayer ( button )","Takes the player to be Demoted and builds macro otool","Quality of life feature for the custom guild roster"
"GRM_Roster.lua","524","GRM_R.KickPlayer()","Takes the player to be kicked, builds it for the macro tool, and builds the macro","Quality of Life ease of taking advantage of the macro tool"
"GRM_Roster.lua","541","GRM_R.RefreshOnlineStatus();","Refreshes the online status of all the players in the guild for the DB","To ensure the GRM custom roster is accurate always."
"GRM_Roster.lua","571","GRM_R.GetAllMembersAsArray( string , string )","Returns an unsorted list of all guild members as an array, as well as some accompanying details.","A sorted list is useful for columns"
"GRM_Roster.lua","703","GRM_R.SortNames( buttonObject , bool , bool )","Sorts all of the names ascending or descending in the guild","For the Guild roster"
"GRM_Roster.lua","768","GRM_R.SortLastOnline( buttonObject , bool , bool )","Sorts all of the players by last online, longest or shortes","For the Guild roster"
"GRM_Roster.lua","831","GRM_R.SortMythicScore ( buttonObject, bool , bool )","Sorts the players by M+ Score","For the GRM Guild Roster"
"GRM_Roster.lua","896","GRM_R.SortNote ( buttonObject , bool , bool )","Sorts all of the names ascending or descending in the guild","For the Guild roster"
"GRM_Roster.lua","961","GRM_R.SortOfficerNote ( buttonObject , bool , bool )","Sorts all of the names ascending or descending in the guild","For the Guild roster"
"GRM_Roster.lua","1026","GRM_R.SortCustomNote ( buttonObject , bool , bool )","Sorts all of the names ascending or descending in the guild","For the Guild roster"
"GRM_Roster.lua","1093","GRM_R.SortRank( buttonObject , bool , bool )","Sorts all of the names by guild rank, highest to lowest.","For the Guild roster"
"GRM_Roster.lua","1200","GRM_R.SortAlphabeticallyWithinRank ( table, int )","Takes the already sorted table, then sub-sorts the ranks alphabetically ascending or descending","Greater control of sorting on the roster."
"GRM_Roster.lua","1234","GRM_R.SortLastOnlineWithinRank ( table, int )","Takes the already sorted table, then sub-sorts the ranks by last online ascending or descending","Greater control of sorting on the roster."
"GRM_Roster.lua","1268","GRM_R.SortByLevelWithinRank ( table, int )","Takes the already sorted table, then sub-sorts the ranks by level ascending or descending","Greater control of sorting on the roster."
"GRM_Roster.lua","1302","GRM_R.SortByMythicWithinRank ( table, int )","Takes the already sorted table, then sub-sorts the ranks by Mythic Score ascending or descending","Greater control of sorting on the roster."
"GRM_Roster.lua","1336","GRM_R.SortByNoteWithinRank ( table, int )","Takes the already sorted table, then sub-sorts the ranks by playerNote ascending or descending","Greater control of sorting on the roster."
"GRM_Roster.lua","1370","GRM_R.SortByOfficerNoteWithinRank ( table, int )","Takes the already sorted table, then sub-sorts the ranks by officerNote ascending or descending","Greater control of sorting on the roster."
"GRM_Roster.lua","1404","GRM_R.SortByCustomNoteWithinRank ( table, int )","Takes the already sorted table, then sub-sorts the ranks by customNote ascending or descending","Greater control of sorting on the roster."
"GRM_Roster.lua","1438","GRM_R.SortLevel( buttonObject , bool , bool )","Sorts all of the names by player level, highest to lowest or reverse","For the Guild roster"
"GRM_Roster.lua","1496","GRM_R.RosterRightClickCancel()","Hides the right click context menu in the custom GRM Guild Roster","Passthrough function for the button build tool"
"GRM_Roster.lua","1503","GRM_R.RosterRightClickWhisper()","Initializes a whisper to the given player","To give the player the ability to easily right click-whisper someone."
"GRM_Roster.lua","1514","GRM_R.RefreshRosterName( bool )","Refreshes the guild custom roster","Refresh the frame without resorting..."
"GRM_Roster.lua","1539","GRM_R.BuildGuildRoster ( bool , bool , table )","Updates the Queued scrollframe as needed","UX of the GRM mass kick tool"
"GRM_Roster.lua","1665","GRM_R.BuildGuildRosterButtons ( int , boolean )","Initiates the buttons and their values for each line of custom roster","Create a smooth scrolling experience in the GRM kick window"
"GRM_Roster.lua","1952","GRM_R.UpdateGuildRosterTooltip ( int )","Sets the tooltip for the Custom GRM scrollframe in the GRM kick tool","Make it clear the QoL controls."
"GRM_Roster.lua","1982","GRM_R.UpdateNoteText ( int , int )","Updates the tooltip on the GRM Roster","As you scroll the tooltip should update."
"GRM_Roster.lua","1996","GRM_UI.NameSearchTT( frameObject )","Builds tooltip for search box","To be re-used, so adding to a function"
"GRM_Roster.lua","2006","GRM_UI.NoteSearchTT( frameObject )","Builds tooltip for search box","To be re-used, so adding to a function"
"GRM_Roster.lua","2016","GRM_UI.RestoreTooltip()","Closes tooltip","To be re-used, so adding to a function"
"GRM_Roster.lua","2023","GRM_R.SetGuildRosterValues ( int , int )","Builds the values of the given line in the window","Hybrid ScrollFrame tool"
"GRM_Roster.lua","2097","GRM_R.RosterShiftDown()","Shifts all the values DOWN one line to give the illusion of scrolling when in reality this is just a hybrid scrollframe","Clean scrolling"
"GRM_Roster.lua","2154","GRM_R.RosterShiftUp()","Shifts all the values up one line to give the illusion of scrolling when in reality this is just a hybrid scrollframe","Clean scrolling"
"GRM_Roster.lua","2210","GRM_R.RosterSetLastValue()","Sets the last value of the hybridscrollframe backups at position 16","Clean scrolling"
"GRM_Roster.lua","2223","GRM_R.RosterSetFirstValue()","Sets the first value of the hybridscrollframe backups at position 1","Clean scrolling"
"GRM_Roster.lua","2235","GRM_R.LoadRosterFrame()","Initializes load of the RosterFrame first time, and opens/closes it on subsequent uses.","Control load and use of Roster Frame."
"GRM_Roster.lua","2278","GRM_R.InitializeRosterLoadButton ( frame , table , table , table )","Initializes the frames to load the roster button","So I can build this button for all versions of WOW and their various guild frameworks without repeating the code."
"GRM_Roster.lua","2326","GRM_R.ShowOfflineLogic ( buttonObject )","Updates the save setting","Control to update the GRM Roster"
"GRM_Roster.lua","2342","GRM_R.OpenRosterOptions()","Enables the opening and closing of the Options panel for custom GRM Roster","Clean look to hide options"
"GRM_Roster.lua","2359","GRM_R.OpenRosterOptionsButtonTT( frame )","Logic for tooltip for the button when mouseover enter","UX"
"GRM_Roster.lua","2375","GRM_R.ShowMainsLogic ( buttonObject )","Controls the save setting for showing mains","UX"
"GRM_Roster.lua","2396","GRM_R.ShowAltsLogic ( buttonObject )","Controls the save setting for showing alts","UX"
"GRM_Roster.lua","2412","GRM_R.ShowMainTag ( buttonObject )","Controls the save setting for showing main tags","UX"
"GRM_Roster.lua","2424","GRM_R.ShowAltTag ( buttonObject )","Controls the save setting for showing alt tags","UX"
"GRM_Roster.lua","2436","GRM_R.GroupByMainLogic ( buttonObject )","Controls the save setting for grouping alts with main on roster","UX"
"GRM_Roster.lua","2454","GRM_R.GroupByMainTT( frame )","Logic for tooltip for the button when mouseover enter","UX"
"GRM_Roster.lua","2464","GRM_R.NumRowsSliderLogic ( int )","Adjusts the numbers of rows to the guild roster and adjusts them","Great customization for leaders to view the roster."
"GRM_Roster.lua","2482","GRM_R.NumRowsSliderTT( frameTable )","Logic for tooltip for the button when mouseover enter","UX"
"GRM_Roster.lua","2492","GRM_R.SliderMouseUpLogic()","Reprocesses just the scroll slider logic to ensure slider remains consistent after button resize","UX"
"GRM_Roster.lua","2504","GRM_R.ConfigureRosterOptions()","It configures the checkboxes and various UI elements to match the settings for the GRM Roster","Ensure clean load routine when opening the roster."
"GRM_SaveVar_API.lua","37","GRM.S( string )","Returns the player's settings. ""S"" is for settings.","The entire purpose of this is to streamline the code a bit and clean it up."
"GRM_SaveVar_API.lua","77","GRM.GetPlayer ( string [, bool] [, string] )","Returns the playerTable","Easier to pull player data."
"GRM_SaveVar_API.lua","94","GRM.GetFormerPlayer ( string [, bool] [, string])","Returns the playerTable","Easier to pull player data.j"
"GRM_SaveVar_API.lua","111","GRM.GetGuild ( [,string] )","Returns the guild database of all players with the selected, or default current guild.","Compartmentalize the data queries."
"GRM_SaveVar_API.lua","124","GRM.GetFormerMembers ( [,string] )","Returns the guild database of all players with the selected, or default current guild.","Compartmentalize the data queries."
"GRM_SaveVar_API.lua","137","GRM.GetLog ( [,string] )","Returns the log report of the given guild, or the default guild you are in","Call the data easily."
"GRM_SaveVar_API.lua","150","GRM.GetEvents ( [,string] )","Returns items in queue to be added to the calendar.","Call the data easily."
"GRM_SaveVar_API.lua","163","GRM.GetAddOnUserGuildAlts ( [,string] )","Returns list of addon users' alts that have been auto-found and registered for given guild.","Call the data easily."
"GRM_SaveVar_API.lua","176","GRM.GetGuildAlts ( string )","Returns the database of alts for the given guild or current guild","Call the data easily."
"GRM_SaveVar_API.lua","187","GRM.GetClubMemberInfo ( string , int )","Returns the info provided by the Club API on a member","The GetGuildRosterInfo provides some info that Club API does not, and the club API provides some info the guild API does not. This is an easy lookup by name."
"GRM_SaveVar_API.lua","216","GRM.GetGuildRosterInfo_ClassicMethod ( string , bool , [string] )","Returns the player details using the GetGuildRosterInfo, using playerName and GUID","To Accomodate pulling player data when the club API is not working properly"
"GRM_SaveVar_API.lua","235","GRM.GetMemberInfoWithFullName ( int , int )","Returns the Club member info, as well as their full name-serverName","It is necessary to have the full player-serverName, but the Club API only returns the slim non-server name. This ensures you have their full name as well by utilizing the guid."
"GRM_SaveVar_API.lua","251","GRM.GetListOfGuildies( bool )","Returns a list of all current members of the guild in alphabetical order","Occasionally you want a list of guild members."
"GRM_SaveVar_API.lua","274","GRM.GetIndexOfPlayerOnList ( table , string )","Returns index of player in a list, or nil if not found.","Faster searching using binary search algorithm."
"GRM_ScanRoster.lua","12","Scan.NoLivecheck()","It compares the live Check event table if a live scan is going, and it ignores checking roster","To prevent overlap reporting erroneously to the log."
"GRM_ScanRoster.lua","29","Scan.NoLiveReset()","Resets the live registered table just in case of any errors","If a mass stream of joins and quits happens, it can trigger an inconsistent result in the scanning, so this just"
"GRM_ScanRoster.lua","39","Scan.LogPrecheck()","Controls when to give the go ahead to scan the roster if an event triggers","It can be a bit spammy in pulling data from the server if it calls too frequently. This controls that."
"GRM_ScanRoster.lua","66","GRM.RosterPreCheck()","Controls when to give the go ahead to scan the roster if an event triggers","It can be a bit spammy in pulling data from the server if it calls too frequently. This controls that."
"GRM_ScanRoster.lua","99","Scan.HeartbeatCheck( [int] )","Adds a scan protection to clear the scan process if it hangs.","Prevent odd anomalies or lag from killing scan that session by refreshing it."
"GRM_ScanRoster.lua","198","Scan.BuildNewRoster( bool )","Rebuilds the roster to check against for any changes.","To track for guild changes of course!"
"GRM_ScanRoster.lua","227","Scan.CleanUpNameRepeatedServer ( string )","Detects if the server has given it the name-server error bug by repeating the server name and returns","Bandaid Blizz's bug til they fix it."
"GRM_ScanRoster.lua","242","Scan.RosterDiscrepancyPassed( table )","Checks the live roster snapshot against the current guild roster size to see if possible major deviancy.","Protect against possible data retrieval error from server that can occur shortly after logging in."
"GRM_ScanRoster.lua","260","Scan.BuildRosterClassicMethod([int], [table], [table], [int] , table)","Builds the roster using GetGuildRosterInfo, throttled.","Avoid script timeouts during the initial roster build phase, particularly for large guilds"
"GRM_ScanRoster.lua","422","Scan.GetClubMemberTable()","Returns the full club member data","Easy access using Club Communities API"
"GRM_ScanRoster.lua","440","Scan.GetGuildMemberIndexTable()","Quickly builds a member reference table by GUID of the roster index location","Avoid big O n^2 notation by building the table in one loop for reference rather than looping check each player."
"GRM_ScanRoster.lua","454","Scan.UpdateRosterWithCommunitiesAPI ( table , table, int , table , int )","Throttles the querying of the data by the Communities C_Club API. This server call seems much slower and can overload if too fast.","Avoid stutter."
"GRM_ScanRoster.lua","544","Scan.FinalizeRosterBuild( table, table, int )","Performs the final checks and processing after roster data is gathered.","To complete the scan cycle after operations."
"GRM_ScanRoster.lua","590","Scan.BaseScanningComplete_MoveToChanges( table , table )","Allows the scanning for recommendations to be completely asynchronously and thne only to move on to here when done","Prevent overload and stuttering in game when processing large guilds with many macro rules."
"GRM_ScanRoster.lua","618","Scan.BuildNewGuildOrNameChange ( table )","Guild namechange detection","Determine if it is a guild nameChange and if so, to convert DB to new name without losing everything."
